ABBR,layer,head,patched_logit_difference,indirect_effect,normalized_restoration,count
AAA,4,4,5.782470703125,-0.00634765625,0.018467651286127283,4
AAA,4,5,5.763427734375,-0.025390625,-0.07240940056774406,4
AAA,4,6,5.795166015625,0.00634765625,0.018045332781953714,4
AAA,4,7,5.7822265625,-0.006591796875,0.007313531172608238,4
AAA,4,8,5.77685546875,-0.011962890625,-0.028013922624851452,4
AAA,4,9,5.797607421875,0.0087890625,0.05096978893646206,4
AAA,4,10,5.75341796875,-0.035400390625,-0.12208762636075848,4
AAA,4,11,5.775634765625,-0.01318359375,-0.02809186866795639,4
AAA,4,12,5.795654296875,0.0068359375,0.04175319907471091,4
AAA,4,13,5.767578125,-0.021240234375,-0.041574400712658985,4
AAA,4,14,5.784423828125,-0.00439453125,0.009282834178904742,4
AAA,4,15,5.7626953125,-0.026123046875,-0.06616372088300287,4
AAA,4,16,5.7822265625,-0.006591796875,-0.019783261833007305,4
AAA,4,17,5.7724609375,-0.016357421875,-0.01609664346001793,4
AAA,4,18,5.7705078125,-0.018310546875,-0.07372619772193723,4
AAA,4,19,5.78857421875,-0.000244140625,0.017645658011585998,4
AAA,4,20,5.775634765625,-0.01318359375,-0.054464150050339846,4
AAA,4,21,5.7734375,-0.015380859375,-0.02789059091927874,4
AAA,4,22,5.800537109375,0.01171875,0.0750854367601767,4
AAA,4,23,5.77099609375,-0.017822265625,-0.05408122112063443,4
AAA,5,0,5.77734375,-0.011474609375,-0.026577245055868323,4
AAA,5,1,5.79638671875,0.007568359375,0.036491383267009424,4
AAA,5,2,5.7724609375,-0.016357421875,-0.010492257842078946,4
AAA,5,3,5.79736328125,0.008544921875,0.03391134443311448,4
AAA,5,4,5.7900390625,0.001220703125,0.03209859503626863,4
AAA,5,5,5.79638671875,0.007568359375,0.052018665043619405,4
AAA,5,6,5.789306640625,0.00048828125,-0.03206987459131818,4
AAA,5,7,5.776611328125,-0.01220703125,-0.0023158037116663283,4
AAA,5,8,5.78466796875,-0.004150390625,0.01579603592947715,4
AAA,5,9,5.771484375,-0.017333984375,-0.06544327659407151,4
AAA,5,10,5.79833984375,0.009521484375,0.04248972044565332,4
AAA,5,11,5.77880859375,-0.010009765625,-0.019744134800575346,4
AAA,5,12,5.7939453125,0.005126953125,0.01777557394066459,4
AAA,5,13,5.78173828125,-0.007080078125,0.009623167213684369,4
AAA,5,14,5.782958984375,-0.005859375,0.028633017418775178,4
AAA,5,15,5.776123046875,-0.0126953125,-0.0037017610534228404,4
AAA,5,16,5.77880859375,-0.010009765625,-0.018610392497036478,4
AAA,5,17,5.783935546875,-0.0048828125,0.007710507134879585,4
AAA,5,18,5.7958984375,0.007080078125,0.015289775294199023,4
AAA,5,19,5.78173828125,-0.007080078125,0.005196323973234267,4
AAA,5,20,5.78955078125,0.000732421875,0.005515462423557372,4
AAA,5,21,5.791259765625,0.00244140625,-0.015944311195747497,4
AAA,5,22,5.76171875,-0.027099609375,-0.07634683030932454,4
AAA,5,23,5.794189453125,0.00537109375,0.04369257745703273,4
AAA,6,0,5.79345703125,0.004638671875,0.0584618910725082,4
AAA,6,1,5.77685546875,-0.011962890625,-0.05265141822520509,4
AAA,6,2,5.784912109375,-0.00390625,-0.013107972417623097,4
AAA,6,3,5.80810546875,0.019287109375,0.06579811869405555,4
AAA,6,4,5.7744140625,-0.014404296875,-0.027955015013890125,4
AAA,6,5,5.771728515625,-0.01708984375,-0.04689778779599599,4
AAA,6,6,5.792236328125,0.00341796875,-0.009651950710068712,4
AAA,6,7,5.7880859375,-0.000732421875,0.0018416693323985989,4
AAA,6,8,5.79296875,0.004150390625,-0.03924533759453528,4
AAA,6,9,5.79345703125,0.004638671875,0.03625279870844202,4
AAA,6,10,5.783447265625,-0.00537109375,0.01643324509026753,4
AAA,6,11,5.787841796875,-0.0009765625,-0.01102626937730776,4
AAA,6,12,5.782958984375,-0.005859375,0.006097603909073136,4
AAA,6,13,5.796875,0.008056640625,0.02461158249465624,4
AAA,6,14,5.78564453125,-0.003173828125,0.0023024988254861586,4
AAA,6,15,5.772705078125,-0.01611328125,-0.047257484856389295,4
AAA,6,16,5.7958984375,0.007080078125,0.01850802797730628,4
AAA,6,17,5.79833984375,0.009521484375,0.0464100405087891,4
AAA,6,18,5.795166015625,0.00634765625,0.04458975491514869,4
AAA,6,19,5.795654296875,0.0068359375,0.02725171554682565,4
AAA,6,20,5.7744140625,-0.014404296875,-0.05217001019117898,4
AAA,6,21,5.78564453125,-0.003173828125,0.012586523622188692,4
AAA,6,22,5.7646484375,-0.024169921875,-0.030997738706837002,4
AAA,6,23,5.78955078125,0.000732421875,0.05836444456462118,4
AAA,7,0,5.775634765625,-0.01318359375,-0.0297759342227596,4
AAA,7,1,5.8037109375,0.014892578125,0.0650899466948707,4
AAA,7,2,5.79736328125,0.008544921875,0.03391134443311448,4
AAA,7,3,5.781982421875,-0.0068359375,-0.010951638185817167,4
AAA,7,4,5.816650390625,0.02783203125,0.09113700257948584,4
AAA,7,5,5.7919921875,0.003173828125,-0.004420105006064719,4
AAA,7,6,5.794189453125,0.00537109375,0.018422990198334176,4
AAA,7,7,5.79248046875,0.003662109375,0.030412509768320918,4
AAA,7,8,5.77880859375,-0.010009765625,-0.05914360731021219,4
AAA,7,9,5.78173828125,-0.007080078125,-0.0036970425321819697,4
AAA,7,10,5.781982421875,-0.0068359375,0.001150624583369557,4
AAA,7,11,5.7900390625,0.001220703125,0.03232575798263195,4
AAA,7,12,5.78173828125,-0.007080078125,-0.04468720142303572,4
AAA,7,13,5.788330078125,-0.00048828125,0.03331366128596066,4
AAA,7,14,5.773681640625,-0.01513671875,-0.03899252408451075,4
AAA,7,15,5.78515625,-0.003662109375,-0.0146560174241914,4
AAA,7,16,5.781494140625,-0.00732421875,0.003491879368094808,4
AAA,7,17,5.783447265625,-0.00537109375,0.00276274018306746,4
AAA,7,18,5.78515625,-0.003662109375,-0.00046776721807522976,4
AAA,7,19,5.787109375,-0.001708984375,0.004721853664195835,4
AAA,7,20,5.803466796875,0.0146484375,0.05073162093081034,4
AAA,7,21,5.777099609375,-0.01171875,-0.01449574998192181,4
AAA,7,22,5.79248046875,0.003662109375,0.0032451704772265867,4
AAA,7,23,5.77685546875,-0.011962890625,-0.027197326966502903,4
AAA,8,0,5.798095703125,0.00927734375,0.03187021757458044,4
AAA,8,1,5.7783203125,-0.010498046875,-0.025150711532330523,4
AAA,8,2,5.77587890625,-0.012939453125,-0.004853834786141736,4
AAA,8,3,5.776123046875,-0.0126953125,-0.03456712999340999,4
AAA,8,4,5.77783203125,-0.010986328125,-0.021557454761216364,4
AAA,8,5,5.781982421875,-0.0068359375,-0.006185539986743906,4
AAA,8,6,5.784423828125,-0.00439453125,0.006164310258865209,4
AAA,8,7,5.78662109375,-0.002197265625,0.011346993416148598,4
AAA,8,8,5.753662109375,-0.03515625,-0.11192206073750827,4
AAA,8,9,5.789306640625,0.00048828125,0.00694281148121545,4
AAA,8,10,5.782958984375,-0.005859375,-0.017729309692642657,4
AAA,8,11,5.799072265625,0.01025390625,0.029534913398132016,4
AAA,8,12,5.7861328125,-0.002685546875,0.009008790941001512,4
AAA,8,13,5.77685546875,-0.011962890625,-0.032794974350056516,4
AAA,8,14,5.816650390625,0.02783203125,0.05859448823797207,4
AAA,8,15,5.779052734375,-0.009765625,-0.013583664477396845,4
AAA,8,16,5.79443359375,0.005615234375,0.018309585475893404,4
AAA,8,17,5.791748046875,0.0029296875,0.0074136485805799185,4
AAA,8,18,5.76904296875,-0.019775390625,-0.03365769781725859,4
AAA,8,19,5.797119140625,0.00830078125,-0.007678517318037595,4
AAA,8,20,5.77490234375,-0.013916015625,-0.012643891124355086,4
AAA,8,21,5.795654296875,0.0068359375,0.02753089385888543,4
AAA,8,22,5.775146484375,-0.013671875,-0.0222486990008477,4
AAA,8,23,5.78369140625,-0.005126953125,0.005596261285638171,4
AAA,9,0,5.7861328125,-0.002685546875,0.005144788211887382,4
AAA,9,1,5.780517578125,-0.00830078125,-0.032654669405207504,4
AAA,9,2,5.78369140625,-0.005126953125,-0.02430693553782646,4
AAA,9,3,5.79052734375,0.001708984375,0.011898765816762275,4
AAA,9,4,5.79052734375,0.001708984375,0.01798497602164305,4
AAA,9,5,5.80615234375,0.017333984375,0.07519232031054547,4
AAA,9,6,5.797607421875,0.0087890625,0.03645894898924003,4
AAA,9,7,5.792236328125,0.00341796875,0.020695102367207167,4
AAA,9,8,5.761474609375,-0.02734375,-0.0459178093343658,4
AAA,9,9,5.776123046875,-0.0126953125,-0.010065283868098386,4
AAA,9,10,5.7841796875,-0.004638671875,0.020480194138879276,4
AAA,9,11,5.76171875,-0.027099609375,-0.10030996394987754,4
AAA,9,12,5.771240234375,-0.017578125,-0.042445276420173594,4
AAA,9,13,5.78271484375,-0.006103515625,-0.027451589625876772,4
AAA,9,14,5.77392578125,-0.014892578125,-0.006581945385220084,4
AAA,9,15,5.76708984375,-0.021728515625,-0.025354008994152667,4
AAA,9,16,5.7919921875,0.003173828125,0.01391132624122536,4
AAA,9,17,5.797119140625,0.00830078125,0.04173870758121759,4
AAA,9,18,5.751220703125,-0.03759765625,-0.09947909386034905,4
AAA,9,19,5.786865234375,-0.001953125,0.018626070597842947,4
AAA,9,20,5.827392578125,0.03857421875,0.13371498469628001,4
AAA,9,21,5.7763671875,-0.012451171875,-0.046564990958010935,4
AAA,9,22,5.80517578125,0.016357421875,0.05410994156558488,4
AAA,9,23,5.80615234375,0.017333984375,0.043252715149787666,4
AAA,10,0,5.7822265625,-0.006591796875,-0.026539920674267487,4
AAA,10,1,5.790283203125,0.00146484375,-0.006680207427227379,4
AAA,10,2,5.775146484375,-0.013671875,-0.03599366351694779,4
AAA,10,3,5.79541015625,0.006591796875,0.03367419145218533,4
AAA,10,4,5.7568359375,-0.031982421875,-0.07670861013429625,4
AAA,10,5,5.814453125,0.025634765625,0.06826415433370284,4
AAA,10,6,5.793701171875,0.0048828125,0.01784875598280585,4
AAA,10,7,5.804931640625,0.01611328125,0.0551508928310437,4
AAA,10,8,5.798583984375,0.009765625,0.010977106830587162,4
AAA,10,9,5.79052734375,0.001708984375,0.025609675323153072,4
AAA,10,10,5.77978515625,-0.009033203125,-0.030572178738783616,4
AAA,10,11,5.783203125,-0.005615234375,0.0010725245293851313,4
AAA,10,12,5.7978515625,0.009033203125,0.006023189779895917,4
AAA,10,13,5.787109375,-0.001708984375,-0.01828903484296658,4
AAA,10,14,5.80615234375,0.017333984375,0.05199506210111441,4
AAA,10,15,5.80029296875,0.011474609375,0.059983497889306736,4
AAA,10,16,5.7763671875,-0.012451171875,-0.029737993797640784,4
AAA,10,17,5.789306640625,0.00048828125,-0.0004981363029773148,4
AAA,10,18,5.77490234375,-0.013916015625,-0.03714573724966669,4
AAA,10,19,5.789794921875,0.0009765625,0.009906185461430857,4
AAA,10,20,5.789306640625,0.00048828125,0.03776476899215652,4
AAA,10,21,5.80517578125,0.016357421875,0.07647264376068023,4
AAA,10,22,5.7802734375,-0.008544921875,-0.013984354272487128,4
AAA,10,23,5.773193359375,-0.015625,-0.008540470730842194,4
AAA,11,0,5.781494140625,-0.00732421875,-0.012853293205333545,4
AAA,11,1,5.763916015625,-0.02490234375,-0.05381696842669473,4
AAA,11,2,5.76611328125,-0.022705078125,-0.07639087535359967,4
AAA,11,3,5.798583984375,0.009765625,0.04550344357990248,4
AAA,11,4,5.8017578125,0.012939453125,0.0330785910696099,4
AAA,11,5,5.7802734375,-0.008544921875,-0.03798602680996583,4
AAA,11,6,5.8076171875,0.018798828125,0.06909161861217138,4
AAA,11,7,5.78271484375,-0.006103515625,0.00048649762845984906,4
AAA,11,8,5.788818359375,0.0,0.008872787964477692,4
AAA,11,9,5.78173828125,-0.007080078125,-0.0026581564595904647,4
AAA,11,10,5.7890625,0.000244140625,-0.0004751039242674969,4
AAA,11,11,5.8017578125,0.012939453125,0.048028232819631596,4
AAA,11,12,5.790771484375,0.001953125,0.026795804065581262,4
AAA,11,13,5.786865234375,-0.001953125,0.018812440300111595,4
AAA,11,14,5.78076171875,-0.008056640625,0.005746692704221423,4
AAA,11,15,5.80615234375,0.017333984375,0.043475576127825814,4
AAA,11,16,5.792724609375,0.00390625,-0.013625826247695878,4
AAA,11,17,5.793212890625,0.00439453125,0.02993270489452363,4
AAA,11,18,5.79345703125,0.004638671875,0.028821207343586026,4
AAA,11,19,5.78564453125,-0.003173828125,-0.015533631366091386,4
AAA,11,20,5.79638671875,0.007568359375,0.03383019206955189,4
AAA,11,21,5.7880859375,-0.000732421875,-0.0055607395548684544,4
AAA,11,22,5.802734375,0.013916015625,0.07589515774497146,4
AAA,11,23,5.781005859375,-0.0078125,-0.022768663503510603,4
AAA,12,0,5.8154296875,0.026611328125,0.10911690657840623,4
AAA,12,1,5.753173828125,-0.03564453125,-0.11702118317318062,4
AAA,12,2,5.7861328125,-0.002685546875,0.004599908056538565,4
AAA,12,3,5.775146484375,-0.013671875,-0.035227788085825856,4
AAA,12,4,5.797607421875,0.0087890625,0.035063418165833374,4
AAA,12,5,5.7958984375,0.007080078125,0.03600565569294704,4
AAA,12,6,5.802001953125,0.01318359375,0.041555607250840475,4
AAA,12,7,5.783935546875,-0.0048828125,-0.02534583918212905,4
AAA,12,8,5.7919921875,0.003173828125,0.022310686829398903,4
AAA,12,9,5.782958984375,-0.005859375,-7.95492033337647e-05,4
AAA,12,10,5.793212890625,0.00439453125,0.04735473187367403,4
AAA,12,11,5.794677734375,0.005859375,0.0194616592086123,4
AAA,12,12,5.799072265625,0.01025390625,0.03284672717371678,4
AAA,12,13,5.79541015625,0.006591796875,0.021420184554234424,4
AAA,12,14,5.801513671875,0.0126953125,0.0468761590869127,4
AAA,12,15,5.787353515625,-0.00146484375,0.019618891913014823,4
AAA,12,16,5.797119140625,0.00830078125,0.03098239653580124,4
AAA,12,17,5.802734375,0.013916015625,0.04427326979319915,4
AAA,12,18,5.788330078125,-0.00048828125,0.03484053961608416,4
AAA,12,19,5.7890625,0.000244140625,0.020926749200786895,4
AAA,12,20,5.783935546875,-0.0048828125,0.00229922945359462,4
AAA,12,21,5.8017578125,0.012939453125,0.03966497486232358,4
AAA,12,22,5.80322265625,0.014404296875,0.052236254508332566,4
AAA,12,23,5.78173828125,-0.007080078125,0.009595850438360441,4
AAA,13,0,5.8017578125,0.012939453125,0.05704172471016289,4
AAA,13,1,5.811279296875,0.0224609375,0.06935319006972579,4
AAA,13,2,5.808837890625,0.02001953125,0.05551142299726836,4
AAA,13,3,5.808837890625,0.02001953125,0.11104012725557202,4
AAA,13,4,5.781982421875,-0.0068359375,-0.0022719581579934978,4
AAA,13,5,5.779541015625,-0.00927734375,-0.0177923476893386,4
AAA,13,6,5.793701171875,0.0048828125,0.03201399138192329,4
AAA,13,7,5.78759765625,-0.001220703125,0.02077096564573372,4
AAA,13,8,5.7890625,0.000244140625,0.010556835947569815,4
AAA,13,9,5.802978515625,0.01416015625,0.057579051097006055,4
AAA,13,10,5.771484375,-0.017333984375,-0.02043436401548411,4
AAA,13,11,5.803955078125,0.01513671875,0.060824004511919265,4
AAA,13,12,5.7822265625,-0.006591796875,-0.013560831589289328,4
AAA,13,13,5.807861328125,0.01904296875,0.05965765634802043,4
AAA,13,14,5.769775390625,-0.01904296875,-0.04935771881648696,4
AAA,13,15,5.794921875,0.006103515625,0.007406910346194544,4
AAA,13,16,5.7744140625,-0.014404296875,-0.011766277182455098,4
AAA,13,17,5.798583984375,0.009765625,0.038939892675296316,4
AAA,13,18,5.794921875,0.006103515625,0.0053710725726965405,4
AAA,13,19,5.796875,0.008056640625,0.029916393178488106,4
AAA,13,20,5.77392578125,-0.014892578125,-0.025386415363910342,4
AAA,13,21,5.8154296875,0.026611328125,0.08515377293785323,4
AAA,13,22,5.795166015625,0.00634765625,0.04598528573855534,4
AAA,13,23,5.7939453125,0.005126953125,0.035884144209916535,4
AAA,14,0,5.769287109375,-0.01953125,-0.036239756364298034,4
AAA,14,1,5.7998046875,0.010986328125,0.037570863093093314,4
AAA,14,2,5.781982421875,-0.0068359375,-0.0015060827268715687,4
AAA,14,3,5.791259765625,0.00244140625,0.03282716365750081,4
AAA,14,4,5.780029296875,-0.0087890625,-0.027929147387915534,4
AAA,14,5,5.792724609375,0.00390625,0.029078721803140358,4
AAA,14,6,5.7998046875,0.010986328125,0.04858427204514829,4
AAA,14,7,5.7822265625,-0.006591796875,-0.013560831589289328,4
AAA,14,8,5.789306640625,0.00048828125,-0.013745181578413472,4
AAA,14,9,5.783935546875,-0.0048828125,-0.011128017853519984,4
AAA,14,10,5.787353515625,-0.00146484375,0.018716796443055687,4
AAA,14,11,5.8056640625,0.016845703125,0.043020896733617364,4
AAA,14,12,5.796630859375,0.0078125,0.010605599513085817,4
AAA,14,13,5.774658203125,-0.01416015625,-0.03756599056097295,4
AAA,14,14,5.788818359375,0.0,0.021665507347187203,4
AAA,14,15,5.792236328125,0.00341796875,0.008220100193483144,4
AAA,14,16,5.784912109375,-0.00390625,0.017470727493232516,4
AAA,14,17,5.767822265625,-0.02099609375,-0.046054029373203006,4
AAA,14,18,5.802490234375,0.013671875,0.04245935136075124,4
AAA,14,19,5.77978515625,-0.009033203125,0.019383758645230176,4
AAA,14,20,5.7900390625,0.001220703125,-0.005609503120384454,4
AAA,14,21,5.797119140625,0.00830078125,0.05933831840709504,4
AAA,14,22,5.7734375,-0.015380859375,-0.008886092850657862,4
AAA,14,23,5.780517578125,-0.00830078125,-0.014329976392302796,4
AAA,15,0,5.77392578125,-0.014892578125,-0.03952451590659507,4
AAA,15,1,5.789306640625,0.00048828125,0.022844698364627727,4
AAA,15,2,5.782470703125,-0.00634765625,0.01304533340213175,4
AAA,15,3,5.804931640625,0.01611328125,0.05315097576952001,4
AAA,15,4,5.779541015625,-0.00927734375,-0.01724746753398979,4
AAA,15,5,5.7841796875,-0.004638671875,0.0024990580529229353,4
AAA,15,6,5.787109375,-0.001708984375,0.0023852998290003766,4
AAA,15,7,5.79931640625,0.010498046875,0.036764411480190086,4
AAA,15,8,5.783935546875,-0.0048828125,0.003796925306129177,4
AAA,15,9,5.80517578125,0.016357421875,0.055794007120388095,4
AAA,15,10,5.763916015625,-0.02490234375,-0.05381696842669473,4
AAA,15,11,5.7744140625,-0.014404296875,-0.038718064293691845,4
AAA,15,12,5.78466796875,-0.004150390625,0.010434907911623631,4
AAA,15,13,5.7978515625,0.009033203125,0.034717796046017706,4
AAA,15,14,5.782470703125,-0.00634765625,0.01304533340213175,4
AAA,15,15,5.782470703125,-0.00634765625,0.0007980647385662162,4
AAA,15,16,5.782470703125,-0.00634765625,-0.005838468717578902,4
AAA,15,17,5.791748046875,0.0029296875,0.026504217024606556,4
AAA,15,18,5.78466796875,-0.004150390625,0.023413996996601794,4
AAA,15,19,5.77685546875,-0.011962890625,-0.027929147387915534,4
AAA,15,20,5.774658203125,-0.01416015625,-0.03756599056097295,4
AAA,15,21,5.774658203125,-0.01416015625,-0.05131095507707304,4
AAA,15,22,5.78173828125,-0.007080078125,0.011086808056509627,4
AAA,15,23,5.79736328125,0.008544921875,0.04438173893208567,4
AAA,16,0,5.79443359375,0.005615234375,0.0066004587332913174,4
AAA,16,1,5.80517578125,0.016357421875,0.04943048430571255,4
AAA,16,2,5.78466796875,-0.004150390625,-0.0020400942621003866,4
AAA,16,3,5.792724609375,0.00390625,0.0068992005615670805,4
AAA,16,4,5.773681640625,-0.01513671875,-0.033188110376641156,4
AAA,16,5,5.79443359375,0.005615234375,0.03767933223197983,4
AAA,16,6,5.786865234375,-0.001953125,0.006558433402160689,4
AAA,16,7,5.79248046875,0.003662109375,0.03482626518490422,4
AAA,16,8,5.78369140625,-0.005126953125,0.013939875103585235,4
AAA,16,9,5.813232421875,0.0244140625,0.06835834904140942,4
AAA,16,10,5.7919921875,0.003173828125,0.034412949598585624,4
AAA,16,11,5.77685546875,-0.011962890625,-0.027197326966502903,4
AAA,16,12,5.7900390625,0.001220703125,-0.0021485634009869017,4
AAA,16,13,5.797607421875,0.0087890625,0.035063418165833374,4
AAA,16,14,5.78955078125,0.000732421875,-0.00622958503101903,4
AAA,16,15,5.792236328125,0.00341796875,0.03367419145218533,4
AAA,16,16,5.789794921875,0.0009765625,-0.0018029412811712327,4
AAA,16,17,5.804931640625,0.01611328125,0.029187842128967016,4
AAA,16,18,5.785400390625,-0.00341796875,-0.0002679386187469145,4
AAA,16,19,5.783935546875,-0.0048828125,0.0013469843202040394,4
AAA,16,20,5.789794921875,0.0009765625,0.02365114997753095,4
AAA,16,21,5.797607421875,0.0087890625,0.035063418165833374,4
AAA,16,22,5.783447265625,-0.00537109375,-0.004411935194041099,4
AAA,16,23,5.7939453125,0.005126953125,0.01141878936037442,4
AAA,17,0,5.7822265625,-0.006591796875,0.013390955521947419,4
AAA,17,1,5.790283203125,0.00146484375,0.020457949386278013,4
AAA,17,2,5.78955078125,0.000732421875,0.022499076244812052,4
