row_index,ABBR,example,D_A,D_B,D_C,D_A_minus_D_B,L1H30_patched_logit_difference,L1H30_indirect_effect,L1H30_normalized_restoration,L1H24_patched_logit_difference,L1H24_indirect_effect,L1H24_normalized_restoration,L7H6_patched_logit_difference,L7H6_indirect_effect,L7H6_normalized_restoration,L3H4_patched_logit_difference,L3H4_indirect_effect,L3H4_normalized_restoration,MLP_L0_patched_logit_difference,MLP_L0_indirect_effect,MLP_L0_normalized_restoration,MLP_L14_patched_logit_difference,MLP_L14_indirect_effect,MLP_L14_normalized_restoration,MLP_L31_patched_logit_difference,MLP_L31_indirect_effect,MLP_L31_normalized_restoration
35,AFB,1,2.4375,2.02734375,-2.3046875,0.41015625,2.0390625,0.01171875,0.02857142857142857,2.0546875,0.02734375,0.06666666666666667,2.0625,0.03515625,0.08571428571428572,2.0234375,-0.00390625,-0.009523809523809525,1.890625,-0.13671875,-0.3333333333333333,2.0703125,0.04296875,0.10476190476190476,2.0625,0.03515625,0.08571428571428572
36,AFB,2,2.1015625,2.19140625,-0.0703125,-0.08984375,2.19921875,0.0078125,-0.08695652173913043,2.18359375,-0.0078125,0.08695652173913043,2.21875,0.02734375,-0.30434782608695654,2.1953125,0.00390625,-0.043478260869565216,2.17578125,-0.015625,0.17391304347826086,2.1875,-0.00390625,0.043478260869565216,2.21484375,0.0234375,-0.2608695652173913
37,AFB,3,1.79296875,1.984375,-1.72265625,-0.19140625,1.96875,-0.015625,0.08163265306122448,1.9765625,-0.0078125,0.04081632653061224,1.9609375,-0.0234375,0.12244897959183673,1.9375,-0.046875,0.24489795918367346,1.9296875,-0.0546875,0.2857142857142857,1.9765625,-0.0078125,0.04081632653061224,1.9921875,0.0078125,-0.04081632653061224
38,AFB,4,2.43359375,2.0625,-0.0234375,0.37109375,2.09375,0.03125,0.08421052631578947,2.09375,0.03125,0.08421052631578947,2.07421875,0.01171875,0.031578947368421054,2.06640625,0.00390625,0.010526315789473684,1.9921875,-0.0703125,-0.18947368421052632,2.06640625,0.00390625,0.010526315789473684,2.0859375,0.0234375,0.06315789473684211
39,AFB,5,2.39453125,2.359375,0.92578125,0.03515625,2.34375,-0.015625,-0.4444444444444444,2.38671875,0.02734375,0.7777777777777778,2.33984375,-0.01953125,-0.5555555555555556,2.36328125,0.00390625,0.1111111111111111,2.38671875,0.02734375,0.7777777777777778,2.32421875,-0.03515625,-1.0,2.35546875,-0.00390625,-0.1111111111111111
40,AFP,1,1.98828125,2.7265625,0.4921875,-0.73828125,2.681640625,-0.044921875,0.06084656084656084,2.70703125,-0.01953125,0.026455026455026454,2.751953125,0.025390625,-0.03439153439153439,2.708984375,-0.017578125,0.023809523809523808,2.755859375,0.029296875,-0.03968253968253968,2.732421875,0.005859375,-0.007936507936507936,2.73828125,0.01171875,-0.015873015873015872
41,AFP,2,1.73046875,1.697265625,-0.09375,0.033203125,1.69921875,0.001953125,0.058823529411764705,1.689453125,-0.0078125,-0.23529411764705882,1.681640625,-0.015625,-0.47058823529411764,1.69140625,-0.005859375,-0.17647058823529413,1.712890625,0.015625,0.47058823529411764,1.69140625,-0.005859375,-0.17647058823529413,1.6953125,-0.001953125,-0.058823529411764705
42,AFP,3,1.93359375,1.994140625,0.28125,-0.060546875,1.970703125,-0.0234375,0.3870967741935484,1.970703125,-0.0234375,0.3870967741935484,1.974609375,-0.01953125,0.3225806451612903,1.97265625,-0.021484375,0.3548387096774194,1.90234375,-0.091796875,1.5161290322580645,1.994140625,0.0,-0.0,1.9765625,-0.017578125,0.2903225806451613
43,AFP,4,1.98046875,2.15234375,-0.1640625,-0.171875,2.171875,0.01953125,-0.11363636363636363,2.171875,0.01953125,-0.11363636363636363,2.158203125,0.005859375,-0.03409090909090909,2.154296875,0.001953125,-0.011363636363636364,1.923828125,-0.228515625,1.3295454545454546,2.166015625,0.013671875,-0.07954545454545454,2.18359375,0.03125,-0.18181818181818182
44,AFP,5,1.892578125,2.01171875,1.23828125,-0.119140625,1.98046875,-0.03125,0.26229508196721313,2.0625,0.05078125,-0.4262295081967213,1.99609375,-0.015625,0.13114754098360656,2.01953125,0.0078125,-0.06557377049180328,1.92578125,-0.0859375,0.7213114754098361,1.99609375,-0.015625,0.13114754098360656,1.994140625,-0.017578125,0.14754098360655737
45,AGA,1,4.8203125,5.03515625,0.87109375,-0.21484375,4.9453125,-0.08984375,0.41818181818181815,4.984375,-0.05078125,0.23636363636363636,4.9375,-0.09765625,0.45454545454545453,4.9453125,-0.08984375,0.41818181818181815,5.02734375,-0.0078125,0.03636363636363636,4.96875,-0.06640625,0.3090909090909091,4.9609375,-0.07421875,0.34545454545454546
46,AGA,2,4.45703125,3.93359375,1.28515625,0.5234375,3.89453125,-0.0390625,-0.07462686567164178,3.9375,0.00390625,0.007462686567164179,3.8984375,-0.03515625,-0.06716417910447761,3.9296875,-0.00390625,-0.007462686567164179,4.21875,0.28515625,0.5447761194029851,3.8671875,-0.06640625,-0.12686567164179105,3.890625,-0.04296875,-0.08208955223880597
47,AGA,3,4.734375,4.3671875,1.5703125,0.3671875,4.33203125,-0.03515625,-0.09574468085106383,4.40234375,0.03515625,0.09574468085106383,4.33984375,-0.02734375,-0.07446808510638298,4.42578125,0.05859375,0.1595744680851064,4.52734375,0.16015625,0.43617021276595747,4.37109375,0.00390625,0.010638297872340425,4.33984375,-0.02734375,-0.07446808510638298
48,AGA,4,5.06640625,4.88671875,-1.0859375,0.1796875,4.87109375,-0.015625,-0.08695652173913043,4.908203125,0.021484375,0.11956521739130435,4.888671875,0.001953125,0.010869565217391304,4.95703125,0.0703125,0.391304347826087,4.943359375,0.056640625,0.31521739130434784,4.892578125,0.005859375,0.03260869565217391,4.859375,-0.02734375,-0.15217391304347827
49,AGA,5,4.830078125,3.8828125,-3.75,0.947265625,3.96484375,0.08203125,0.0865979381443299,3.84765625,-0.03515625,-0.03711340206185567,3.89453125,0.01171875,0.012371134020618556,3.98046875,0.09765625,0.10309278350515463,3.83203125,-0.05078125,-0.05360824742268041,3.91796875,0.03515625,0.03711340206185567,3.87890625,-0.00390625,-0.004123711340206186
50,AICD,1,1.80859375,2.078125,-1.96923828125,-0.26953125,2.08984375,0.01171875,-0.043478260869565216,2.08984375,0.01171875,-0.043478260869565216,2.08203125,0.00390625,-0.014492753623188406,2.08984375,0.01171875,-0.043478260869565216,2.11328125,0.03515625,-0.13043478260869565,2.08984375,0.01171875,-0.043478260869565216,2.078125,0.0,-0.0
51,AICD,2,1.865234375,1.783203125,-1.9814453125,0.08203125,1.798828125,0.015625,0.19047619047619047,1.80078125,0.017578125,0.21428571428571427,1.80078125,0.017578125,0.21428571428571427,1.80078125,0.017578125,0.21428571428571427,1.744140625,-0.0390625,-0.47619047619047616,1.78515625,0.001953125,0.023809523809523808,1.796875,0.013671875,0.16666666666666666
52,AICD,3,1.90234375,1.765625,-2.310546875,0.13671875,1.73046875,-0.03515625,-0.2571428571428571,1.7421875,-0.0234375,-0.17142857142857143,1.74609375,-0.01953125,-0.14285714285714285,1.74609375,-0.01953125,-0.14285714285714285,1.76171875,-0.00390625,-0.02857142857142857,1.71875,-0.046875,-0.34285714285714286,1.75390625,-0.01171875,-0.08571428571428572
53,AICD,4,1.87109375,1.65234375,-1.4609375,0.21875,1.6796875,0.02734375,0.125,1.68359375,0.03125,0.14285714285714285,1.66015625,0.0078125,0.03571428571428571,1.6328125,-0.01953125,-0.08928571428571429,1.7578125,0.10546875,0.48214285714285715,1.6640625,0.01171875,0.05357142857142857,1.66796875,0.015625,0.07142857142857142
54,AICD,5,1.734375,1.5546875,-1.462890625,0.1796875,1.55078125,-0.00390625,-0.021739130434782608,1.5703125,0.015625,0.08695652173913043,1.5546875,0.0,0.0,1.55859375,0.00390625,0.021739130434782608,1.54296875,-0.01171875,-0.06521739130434782,1.5390625,-0.015625,-0.08695652173913043,1.5703125,0.015625,0.08695652173913043
55,ALD,1,2.63671875,2.5078125,-3.3359375,0.12890625,2.48828125,-0.01953125,-0.15151515151515152,2.48828125,-0.01953125,-0.15151515151515152,2.47265625,-0.03515625,-0.2727272727272727,2.48828125,-0.01953125,-0.15151515151515152,2.390625,-0.1171875,-0.9090909090909091,2.44921875,-0.05859375,-0.45454545454545453,2.4921875,-0.015625,-0.12121212121212122
56,ALD,2,2.30859375,1.6796875,-2.7890625,0.62890625,1.6875,0.0078125,0.012422360248447204,1.703125,0.0234375,0.037267080745341616,1.7109375,0.03125,0.049689440993788817,1.7421875,0.0625,0.09937888198757763,1.828125,0.1484375,0.2360248447204969,1.6875,0.0078125,0.012422360248447204,1.6875,0.0078125,0.012422360248447204
57,ALD,3,3.06640625,2.4765625,-1.2109375,0.58984375,2.5,0.0234375,0.039735099337748346,2.5078125,0.03125,0.052980132450331126,2.4765625,0.0,0.0,2.515625,0.0390625,0.06622516556291391,2.3203125,-0.15625,-0.26490066225165565,2.515625,0.0390625,0.06622516556291391,2.4921875,0.015625,0.026490066225165563
58,ALD,4,3.265625,2.921875,0.28515625,0.34375,2.87890625,-0.04296875,-0.125,2.87890625,-0.04296875,-0.125,2.8828125,-0.0390625,-0.11363636363636363,2.89453125,-0.02734375,-0.07954545454545454,2.859375,-0.0625,-0.18181818181818182,2.87890625,-0.04296875,-0.125,2.84375,-0.078125,-0.22727272727272727
59,ALD,5,2.78125,2.3203125,-3.2451171875,0.4609375,2.3046875,-0.015625,-0.03389830508474576,2.3046875,-0.015625,-0.03389830508474576,2.2578125,-0.0625,-0.13559322033898305,2.3203125,0.0,0.0,2.21875,-0.1015625,-0.22033898305084745,2.2890625,-0.03125,-0.06779661016949153,2.265625,-0.0546875,-0.11864406779661017
60,ALS,1,2.8623046875,2.8134765625,0.109375,0.048828125,2.8212890625,0.0078125,0.16,2.759765625,-0.0537109375,-1.1,2.7978515625,-0.015625,-0.32,2.8076171875,-0.005859375,-0.12,2.6708984375,-0.142578125,-2.92,2.806640625,-0.0068359375,-0.14,2.8291015625,0.015625,0.32
61,ALS,2,2.943359375,2.814453125,-0.65234375,0.12890625,2.796875,-0.017578125,-0.13636363636363635,2.78125,-0.033203125,-0.25757575757575757,2.78515625,-0.029296875,-0.22727272727272727,2.806640625,-0.0078125,-0.06060606060606061,2.927734375,0.11328125,0.8787878787878788,2.830078125,0.015625,0.12121212121212122,2.814453125,0.0,0.0
62,ALS,3,3.3828125,3.267578125,-0.43359375,0.115234375,3.271484375,0.00390625,0.03389830508474576,3.259765625,-0.0078125,-0.06779661016949153,3.26953125,0.001953125,0.01694915254237288,3.28515625,0.017578125,0.15254237288135594,3.42578125,0.158203125,1.3728813559322033,3.216796875,-0.05078125,-0.4406779661016949,3.337890625,0.0703125,0.6101694915254238
63,ALS,4,3.505859375,3.255859375,-0.89453125,0.25,3.240234375,-0.015625,-0.0625,3.287109375,0.03125,0.125,3.2734375,0.017578125,0.0703125,3.267578125,0.01171875,0.046875,3.52734375,0.271484375,1.0859375,3.3203125,0.064453125,0.2578125,3.244140625,-0.01171875,-0.046875
64,ALS,5,3.1875,2.986328125,0.55078125,0.201171875,3.001953125,0.015625,0.07766990291262135,3.005859375,0.01953125,0.0970873786407767,3.029296875,0.04296875,0.21359223300970873,3.017578125,0.03125,0.1553398058252427,3.029296875,0.04296875,0.21359223300970873,3.017578125,0.03125,0.1553398058252427,3.013671875,0.02734375,0.13592233009708737
65,AMA,1,1.7890625,1.98046875,-2.1572265625,-0.19140625,2.0703125,0.08984375,-0.46938775510204084,2.05078125,0.0703125,-0.3673469387755102,1.9765625,-0.00390625,0.02040816326530612,1.921875,-0.05859375,0.30612244897959184,1.32421875,-0.65625,3.4285714285714284,2.09375,0.11328125,-0.5918367346938775,2.00390625,0.0234375,-0.12244897959183673
66,AMA,2,2.109375,2.60546875,-1.5234375,-0.49609375,2.57421875,-0.03125,0.06299212598425197,2.5859375,-0.01953125,0.03937007874015748,2.6171875,0.01171875,-0.023622047244094488,2.640625,0.03515625,-0.07086614173228346,2.09765625,-0.5078125,1.0236220472440944,2.60546875,0.0,-0.0,2.5234375,-0.08203125,0.16535433070866143
67,AMA,3,2.44140625,2.2109375,-1.005859375,0.23046875,2.1875,-0.0234375,-0.1016949152542373,2.1796875,-0.03125,-0.13559322033898305,2.140625,-0.0703125,-0.3050847457627119,2.05078125,-0.16015625,-0.6949152542372882,1.7109375,-0.5,-2.169491525423729,2.25390625,0.04296875,0.1864406779661017,2.1640625,-0.046875,-0.2033898305084746
68,AMA,4,2.04296875,2.05078125,-1.8505859375,-0.0078125,2.0390625,-0.01171875,1.5,2.0390625,-0.01171875,1.5,2.0234375,-0.02734375,3.5,1.94921875,-0.1015625,13.0,1.4296875,-0.62109375,79.5,2.1015625,0.05078125,-6.5,2.046875,-0.00390625,0.5
69,AMA,5,2.21484375,2.1171875,-0.609375,0.09765625,2.125,0.0078125,0.08,2.09765625,-0.01953125,-0.2,2.15625,0.0390625,0.4,1.83203125,-0.28515625,-2.92,1.82421875,-0.29296875,-3.0,2.1796875,0.0625,0.64,2.1484375,0.03125,0.32
70,AML,1,3.0107421875,2.642578125,-0.90234375,0.3681640625,2.642578125,0.0,0.0,2.625,-0.017578125,-0.04774535809018567,2.611328125,-0.03125,-0.08488063660477453,2.677734375,0.03515625,0.09549071618037135,2.884765625,0.2421875,0.6578249336870027,2.625,-0.017578125,-0.04774535809018567,2.62890625,-0.013671875,-0.03713527851458886
71,AML,2,2.89453125,2.791015625,0.40234375,0.103515625,2.791015625,0.0,0.0,2.791015625,0.0,0.0,2.76171875,-0.029296875,-0.2830188679245283,2.77734375,-0.013671875,-0.1320754716981132,2.8203125,0.029296875,0.2830188679245283,2.798828125,0.0078125,0.07547169811320754,2.755859375,-0.03515625,-0.33962264150943394
72,AML,3,2.6640625,2.39453125,-1.08203125,0.26953125,2.41015625,0.015625,0.057971014492753624,2.390625,-0.00390625,-0.014492753623188406,2.376953125,-0.017578125,-0.06521739130434782,2.375,-0.01953125,-0.07246376811594203,2.474609375,0.080078125,0.2971014492753623,2.388671875,-0.005859375,-0.021739130434782608,2.390625,-0.00390625,-0.014492753623188406
73,AML,4,2.666015625,2.494140625,0.1796875,0.171875,2.494140625,0.0,0.0,2.515625,0.021484375,0.125,2.515625,0.021484375,0.125,2.498046875,0.00390625,0.022727272727272728,2.560546875,0.06640625,0.38636363636363635,2.515625,0.021484375,0.125,2.49609375,0.001953125,0.011363636363636364
